station,station_name,,ddate,prcp
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/8/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/9/1982,0.07
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/10/1982,0.34
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/11/1982,0.78
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/12/1982,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/13/1982,0.42
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/14/1982,0.07
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/15/1982,0.21
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/16/1982,1.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/17/1982,0.98
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/18/1982,0.65
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/19/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/20/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/21/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/22/1982,0.38
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/23/1982,0.19
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/24/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/25/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/26/1982,0.12
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/27/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/28/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/29/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/30/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,5/31/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/1/1982,0.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/2/1982,0.11
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/3/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/4/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/5/1982,0.11
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/6/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/7/1982,0.2
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/8/1982,0.14
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/9/1982,0.25
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/10/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/11/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/12/1982,0.16
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/13/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/14/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/15/1982,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/16/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/17/1982,0.2
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/18/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/19/1982,0.12
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/20/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/21/1982,0.23
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/22/1982,1.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/23/1982,3.86
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/24/1982,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/25/1982,0.19
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/26/1982,0.32
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/27/1982,0.96
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/28/1982,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/29/1982,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,6/30/1982,0.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/1/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/2/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/3/1982,0.53
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/4/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/5/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/6/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/7/1982,0.29
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/8/1982,1.81
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/9/1982,0.42
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/10/1982,0.53
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/11/1982,0.59
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/12/1982,0.22
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/13/1982,0.31
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/14/1982,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/15/1982,0.19
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/16/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/17/1982,0.63
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/18/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/19/1982,3.99
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/20/1982,0.22
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/21/1982,0.2
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/22/1982,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/23/1982,0.68
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/24/1982,0.54
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/25/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/26/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/27/1982,0.36
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/28/1982,0.38
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/29/1982,0.73
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/30/1982,0.14
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,7/31/1982,0.3
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/1/1982,1.5
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/2/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/3/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/4/1982,0.72
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/5/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/6/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/7/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/8/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/9/1982,0.76
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/10/1982,0.46
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/11/1982,0.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/12/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/13/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/14/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/15/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/16/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/17/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/18/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/19/1982,0.26
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/20/1982,0.27
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/21/1982,0.29
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/22/1982,0.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/23/1982,0.48
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/24/1982,0.09
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/25/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/26/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/27/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/28/1982,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/29/1982,0.21
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/30/1982,0.12
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,8/31/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/1/1982,0.49
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/2/1982,1.44
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/3/1982,0.34
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/4/1982,0.54
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/5/1982,0.72
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/6/1982,3.76
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/7/1982,1.9
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/8/1982,0.34
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/9/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/10/1982,4.21
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/11/1982,0.62
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/12/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/13/1982,2.26
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/14/1982,1.56
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/15/1982,2.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/16/1982,1.4
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/17/1982,2.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/18/1982,1.29
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/19/1982,0.44
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/20/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/21/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/22/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/23/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/24/1982,1.26
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/25/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/26/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/27/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/28/1982,0.14
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/29/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,9/30/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/1/1982,0.27
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/2/1982,1.71
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/3/1982,2.91
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/4/1982,2.59
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/5/1982,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/6/1982,0.83
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/7/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/8/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/9/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/10/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/11/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/12/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/13/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/14/1982,0.59
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/15/1982,0.21
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/16/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/17/1982,0.26
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/18/1982,1.4
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/19/1982,0.23
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/20/1982,0.28
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/21/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/22/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/23/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/24/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/25/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/26/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/27/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/28/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/29/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/30/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,10/31/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/1/1982,0.49
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/2/1982,0.24
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/3/1982,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/4/1982,1.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/5/1982,1.69
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/6/1982,0.23
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/7/1982,0.14
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/8/1982,0.82
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/9/1982,0.71
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/10/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/11/1982,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/12/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/13/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/14/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/15/1982,0.22
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/16/1982,0.34
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/17/1982,0.22
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/18/1982,0.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/19/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/20/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/21/1982,0.59
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/22/1982,0.38
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/23/1982,0.16
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/24/1982,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/25/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/26/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/27/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/28/1982,0.62
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/29/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,11/30/1982,0.24
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/1/1982,0.44
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/2/1982,0.45
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/3/1982,0.73
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/4/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/5/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/6/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/7/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/8/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/9/1982,0.12
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/10/1982,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/11/1982,0.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/12/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/13/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/14/1982,0.04
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/15/1982,0.5
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/16/1982,0.07
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/17/1982,0.44
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/18/1982,0.73
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/19/1982,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/20/1982,0.65
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/21/1982,0.2
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/22/1982,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/23/1982,0.61
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/24/1982,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/25/1982,0.16
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/26/1982,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/27/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/28/1982,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/29/1982,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/30/1982,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,12/31/1982,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/1/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/2/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/3/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/4/1983,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/5/1983,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/6/1983,0.17
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/7/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/8/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/9/1983,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/10/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/11/1983,0.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/12/1983,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/13/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/14/1983,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/15/1983,0.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/16/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/17/1983,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/18/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/19/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/20/1983,0.08
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/21/1983,0.05
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/22/1983,0.2
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/23/1983,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/24/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/25/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/26/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/27/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/28/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/29/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/30/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,1/31/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/1/1983,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/2/1983,0.15
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/3/1983,0.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/4/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/5/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/6/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/7/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/8/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/9/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/10/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/11/1983,0.28
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/12/1983,0.18
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/13/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/14/1983,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/15/1983,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/16/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/17/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/18/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/19/1983,0.13
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/20/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/21/1983,0.21
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/22/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/23/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/24/1983,0.02
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/25/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/26/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/27/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,2/28/1983,0.01
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/1/1983,0.39
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/2/1983,1.1
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/3/1983,0.35
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/4/1983,0.06
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/5/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/6/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/7/1983,0.39
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/8/1983,0.03
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/9/1983,0.31
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/10/1983,0.33
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/11/1983,0.12
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/12/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/13/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/14/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/15/1983,0
GHCND:GQW00041415,GUAM INTERNATIONAL AIRPORT US,,3/16/1983,0.05
